smoothAx,smoothAy,smoothAz,smoothGx,smoothGy,smoothGz,smoothMx,smoothMy,smoothMz,smoothGPSYaw,smoothGPSv,GPSVe,GPSVn,mahonyRoll,mahonyPitch,mahonyYaw,VccqX,VccqY,VccqZ,Vx,Vy,Vz,E,L,h,Px,Py,gyoOrientation,uncalGyoOrientation,magOrientation,setpOrientation
-0.020118999999999998,0.04751700000000001,-0.985833,0.0,0.0,0.0,37.0,-103.0,367.0,0.0,0.0,0.0,0.0,-7.789033522965528,-7.3597595482763545,99.65622179861846,0.8216663885840562,-0.20395411569135638,0.1627401914421842,0.02529347270173149,0.09591650880776528,-0.042448399000849665,116.32108294771777,39.98079299035804,51.10057576564262,-0.1677361510554543,0.9858319246347735,-32.04810622430755,-32.04810622430755,-160.2405311215381,-32.04810622430755
-0.020322499999999997,0.047435583333333343,-0.9857109166666667,0.0,0.0,0.0,37.083333333333336,-103.0,367.25,0.0,0.0,0.0,0.0,-9.216637449065852,-8.804931848980745,99.59308215558437,1.064989946585637,-0.1429255569838167,0.19984958342106474,0.013746670177850528,0.0026598931280686078,-0.09451117006376697,116.3210833357421,39.98079289325104,51.09781147029809,-0.33438581898450587,1.971848094978413,-95.89873801951367,-95.89873801951367,-159.74936981472194,-95.89873801951367
-0.020200416666666665,0.047476250000000005,-0.9857922499999999,0.0,0.0,0.0,37.083333333333336,-102.83333333333333,367.4166666666667,0.0,0.0,0.0,0.0,-9.539120360584288,-9.155074173765271,99.53164879292335,1.1153086853542014,-0.15386201370311486,0.18178712856696855,0.047243096890064645,-0.02533389556322942,-0.03215226806655704,116.32108388745291,39.980792975710514,51.10015600601618,-0.49997817055549804,2.958042382683016,-127.88955357635538,-127.88955357635538,-159.88036913319374,-127.88955357635538
-0.020119083333333333,0.047476250000000005,-0.9857108333333334,0.0,0.0,0.0,37.333333333333336,-102.75,367.6666666666667,0.0,0.0,0.0,0.0,-9.603720725506918,-9.228839780652741,99.48698085271656,1.1269582254536432,-0.1396044477485152,0.2023191675526359,0.06833607098342867,-0.022089633735717,-0.016571897211934215,116.32108444580525,39.98079289255586,51.099918431818395,-0.6648016322384858,3.9443654669099018,-143.2382930913436,-143.2382930913436,-158.58703260632853,-143.2382930913436
-0.020078416666666668,0.047476250000000005,-0.9857921666666667,0.0,0.0,0.0,37.333333333333336,-102.58333333333333,368.0,0.0,0.0,0.0,0.0,-9.604616209931159,-9.232607610646768,99.44830806498342,1.1296224746383876,-0.13419111369865286,0.18321053961458666,0.0629860390545105,-0.017642677040473786,-0.011211142033468867,116.32108509085964,39.980792769826124,51.099993983623605,-0.8289593204346178,4.930799576927445,-151.55933111227188,-151.55933111227188,-159.88036913319374,-151.55933111227188
-0.020037750000000003,0.04755758333333334,-0.9859142500000001,0.0,0.0,0.0,37.833333333333336,-102.58333333333333,368.25,0.0,0.0,0.0,0.0,-9.629637419117897,-9.257448964279146,99.41016916701551,1.125384303304496,-0.1374681740874674,0.1774728365824334,0.050434919462212346,-0.013464955615767507,-0.007639014104369221,116.3210857849048,39.9807926592853,51.100034011204926,-0.9924603531053331,5.917342739853229,-154.4499907757813,-154.4499907757813,-157.34065043928936,-154.4499907757813
-0.020037750000000003,0.04759825000000001,-0.98591425,0.0,0.0,0.0,38.0,-102.41666666666667,368.5,0.0,0.0,0.0,0.0,-9.616241585671675,-9.241890691510664,99.37415558437785,1.1247059840558975,-0.13570335428119412,0.19194434861556076,0.03914601248353505,-0.010213525850795387,-0.005571627646800033,116.32108646326422,39.980792559925774,51.10003582879188,-1.155341256307025,6.903988477376177,-156.66824682100815,-156.66824682100815,-158.88650286623812,-156.66824682100815
-0.02011916666666667,0.04751683333333334,-0.98591425,0.0,0.0,0.0,38.166666666666664,-102.41666666666667,368.25,0.0,0.0,0.0,0.0,-9.588572692443748,-9.20883531862928,99.34109076939977,1.132605731009506,-0.13147062269318913,0.19330565260130328,0.03043355349509813,-0.008347223056247015,-0.004260049415053153,116.32108711106865,39.98079247209684,51.10003859645847,-1.3176527491496048,7.890728047521822,-157.9647701008998,-157.9647701008998,-159.26129338079753,-157.9647701008998
-0.020078500000000003,0.04767958333333334,-0.98591425,0.0,0.0,0.0,38.166666666666664,-102.33333333333333,368.5,0.0,0.0,0.0,0.0,-9.632397200797671,-9.258018161332195,99.29724148695493,1.1143248066255147,-0.1461634300713062,0.19027120479673698,0.025406651847046602,-0.006279812058174981,-0.0033816588956295315,116.3210877354434,39.98079239393351,51.10003721435101,-1.4792090285893742,8.877591547998751,-159.01339028815227,-159.01339028815227,-160.062010475408,-159.01339028815227
-0.020159916666666666,0.04772025,-0.9857921666666666,0.0,0.0,0.0,38.166666666666664,-102.25,368.4166666666667,0.0,0.0,0.0,0.0,-9.613403277274005,-9.235743174805554,99.2622205634132,1.120564681082202,-0.13466207333795854,0.20568314482936678,0.020676101014093645,-0.005576384351239232,-0.002715811753809673,116.32108833071727,39.9807923158113,51.100034259972304,-1.6401620769033356,9.864553612233463,-159.53770038177817,-159.53770038177817,-160.062010475408,-159.53770038177817
-0.02020066666666667,0.047638833333333346,-0.9858328333333334,0.0,0.0,0.0,38.5,-102.0,368.4166666666667,0.0,0.0,0.0,0.0,-9.561479093476699,-9.183132526855923,99.22430105838016,1.1298447798795006,-0.1408820696229899,0.18840529962909436,0.017113535225809884,-0.004989169105796609,0.09715396266017685,116.32108891668086,39.98079224675847,51.19999227489408,-1.800461898582805,10.851621982291753,-159.24150115886,-159.24150115886,-157.7063733013429,-158.4935435612836
-0.02020066666666667,0.047638833333333346,-0.9859141666666668,0.0,0.0,0.0,38.666666666666664,-102.0,368.4166666666667,0.0,0.0,0.0,0.0,-9.570834039824119,-9.194342997487949,99.18235060043146,1.1237057793991923,-0.14723372785259337,0.18260980652754633,0.0149086391789158,-0.004310591724620998,-0.0014246938451588087,116.32108949576818,39.98079217766091,51.19998171991691,-1.9600389719568607,11.838807455064408,-159.24150115886,-159.24150115886,-159.26129338079753,-159.24816793277532
-0.02032275,0.04767950000000001,-0.9857514166666667,0.0,0.0,0.0,38.833333333333336,-102.16666666666667,368.4166666666667,0.0,0.0,0.0,0.0,-9.603643645965187,-9.22229201758754,99.1459925610104,1.1176418526740495,-0.13950016333922158,0.21011537676729652,0.012958035043506483,-0.003911793767127539,-0.001625966316599975,116.32109006353949,39.98079210818884,51.200096982175616,-2.1189895774397316,12.826093991494755,-159.24150115886,-159.24150115886,-159.62356792964079,-159.42797641009705
-0.020078583333333334,0.04763883333333333,-0.9857920833333332,0.0,0.0,0.0,39.0,-102.25,368.0,0.0,0.0,0.0,0.0,-9.56922970717601,-9.192826856151907,99.10069866283958,1.1351320869685146,-0.15308943767671046,0.20407733523447114,0.010816707886393079,-0.003302733793760469,-0.0013626421023376079,116.3210906230877,39.98079204341661,51.20003399413613,-2.2771596560407827,13.813505874264726,-159.24150115886,-159.24150115886,-158.9624918802804,-159.10609053191857
-0.02016,0.047598166666666684,-0.9859955833333333,0.0,0.0,0.0,39.416666666666664,-102.5,367.75,0.0,0.0,0.0,0.0,-9.613705442373293,-9.238708362939933,99.05537943047857,1.1358740300250072,-0.15670733131011205,0.16021470494155032,0.009806172462707125,-0.0035056423285187363,-0.0012154952839832367,116.32109118628114,39.980791974889186,51.200026276022406,-2.434548672260001,14.801042555899159,-159.24150115886,-159.24150115886,-158.0088726572833,-158.63943680758373
-0.02020066666666667,0.04759816666666667,-0.9860363333333334,0.0,0.0,0.0,39.5,-102.16666666666667,367.3333333333333,0.0,0.0,0.0,0.0,-9.617855830330443,-9.243561879651175,99.01088153458727,1.1302649634714796,-0.15704132200230206,0.1980618114282322,0.008764474444387299,-0.0030358750236641266,-0.0010531385637368093,116.3210917446974,39.980791906633584,51.2000196038064,-2.591170685757073,15.788701173483252,-159.24150115886,-159.24150115886,-157.2971597382652,-158.29025428820472
-0.02020066666666667,0.047760916666666674,-0.985955,0.0,0.0,0.0,39.833333333333336,-102.58333333333333,367.0,0.0,0.0,0.0,0.0,-9.694259676202723,-9.320118090660934,98.9644477276166,1.1253137832490827,-0.16129796631270493,0.19179416083795964,0.00807428900584714,-0.0029085648099647643,-9.318186654215105E-4,116.3210922980627,39.98079183830272,51.2000223941206,-2.7469922268439304,16.77648639676477,-159.24150115886,-159.24150115886,-158.85390854539978,-159.04855097600912
-0.020037916666666673,0.047435416666666674,-0.9859956666666667,0.0,0.0,0.00508625,41.166666666666664,-104.08333333333333,368.5833333333333,0.0,0.0,0.0,0.0,-9.663667762714105,-9.291997783167673,98.90109100284276,1.1729961058918779,-0.1742803567601886,0.181122022001853,0.005956739662746124,-0.0025934847186195667,-8.139225775683975E-4,116.3210928466073,39.980791769684075,51.20002083128379,-2.9017213963534525,17.764443320979026,-159.24455290886,-159.24455290886,-154.0059865968718,-156.68734854087953
-0.019793833333333333,0.047435416666666674,-0.9852632499999999,0.00508625,0.0,0.0101725,41.916666666666664,-105.41666666666667,369.25,0.0,0.0,0.0,0.0,-9.802425398880247,-9.432187577304076,98.83253812474031,1.1465505792767163,-0.18125184604636066,0.2824853610198055,0.0058297536967393815,-0.0015777779054760854,-7.03355091607849E-4,116.32109341584932,39.980791696678196,51.20001869445336,-3.055268391199659,18.752584667332723,-159.25065640885998,-159.25065640885998,-157.6937975357066,-158.48065604728845
-0.01967175,0.047638833333333346,-0.9851004999999998,0.01525875,-0.00508625,0.0101725,42.583333333333336,-106.33333333333333,369.8333333333333,0.0,0.0,0.0,0.0,-9.893627638307636,-9.511886256180098,98.78530773935071,1.1604413294676001,-0.17494183907571403,0.2157088612792215,0.005291197733572367,-0.0024534375121297858,-6.364782717136544E-4,116.3210939677763,39.98079162214096,51.20002738153914,-3.208000783644746,19.740852250681485,-159.25370815885998,-159.25370815885998,-157.59459305895237,-158.44096778165957
-0.01849175,0.04369183333333334,-0.9850598333333332,0.0101725,0.0,0.0101725,42.75,-107.0,369.75,0.0,0.0,0.0,0.0,-8.861366091052519,-8.518607497346625,98.70666566994781,1.4591989504390384,-0.21736101022902482,0.2568136863385906,-0.001351959569883876,-0.001825431986608797,-5.108386719482397E-4,116.3210945257486,39.98079155200946,51.200020581512995,-3.3593765731102185,20.72932853788503,-159.25370815885998,-159.25370815885998,-160.47827214469294,-159.84804442243848
